name#state#district#parties#year#votes
Stokes, Steve#CA#28#No Party Preference#2014#28268
Cardenas, Tony#CA#29#Democratic#2014#50096
Leader, William O'Callaghan#CA#29#Republican#2014#17045
Sherman, Brad#CA#30#Democratic#2014#86568
Reed, Mark S.#CA#30#Republican#2014#45315
Aguilar, Pete#CA#31#Democratic#2014#51622
Chabot, Paul#CA#31#Republican#2014#48162
Napolitano, Grace F.#CA#32#Democratic#2014#50353
Alas, Arturo Enrique#CA#32#Republican#2014#34053
Lieu, Ted#CA#33#Democratic#2014#108331
Carr, Elan#CA#33#Republican#2014#74700
Becerra, Xavier#CA#34#Democratic#2014#44697
Edwards, Adrienne Nicole#CA#34#Democratic#2014#16924
Torres, Norma J.#CA#35#Democratic#2014#39502
Gagnier, Christina#CA#35#Democratic#2014#22753
Ruiz, Raul#CA#36#Democratic#2014#72682
Nestande, Brian#CA#36#Republican#2014#61457
Bass, Karen#CA#37#Democratic#2014#96787
King, R. Adam#CA#37#Republican#2014#18051
Sanchez, Linda T.#CA#38#Democratic#2014#58192
Campos, Benjamin#CA#38#Republican#2014#40288
Royce, Ed#CA#39#Republican#2014#91319
Anderson, Peter O.#CA#39#Democratic#2014#41906
Roybal-Allard, Lucille#CA#40#Democratic#2014#30208
Sanchez, David#CA#40#Democratic#2014#19171
Takano, Mark#CA#41#Democratic#2014#46948
Adams, Steve#CA#41#Republican#2014#35936
Calvert, Ken#CA#42#Republican#2014#74540
Sheridan, Tim#CA#42#Democratic#2014#38850
Waters, Maxine#CA#43#Democratic#2014#69681
Wood, John, Jr.#CA#43#Republican#2014#28521
Hahn, Janice#CA#44#Democratic#2014#59670
Shbeita, Adam#CA#44#Write-In,Peace and Freedom,Peace and Freedom#2014#9192
Walters, Mimi#CA#45#Republican#2014#106083
Leavens, Drew E.#CA#45#Democratic#2014#56819
Sanchez, Loretta#CA#46#Democratic#2014#49738
Nick, Adam#CA#46#Republican#2014#33577
Lowenthal, Alan#CA#47#Democratic#2014#69091
Whallon, Andy#CA#47#Republican#2014#54309
Rohrabacher, Dana#CA#48#Republican#2014#112082
Savary, Suzanne Joyce#CA#48#Democratic#2014#62713
Issa, Darrell#CA#49#Republican#2014#98161
Peiser, Dave#CA#49#Democratic#2014#64981
Hunter, Duncan D.#CA#50#Republican#2014#111997
Kimber, James H.#CA#50#Democratic#2014#45302
Vargas, Juan#CA#51#Democratic#2014#56373
Meade, Stephen#CA#51#Republican#2014#25577
Peters, Scott#CA#52#Democratic#2014#98826
DeMaio, Carl#CA#52#Republican#2014#92746
Davis, Susan A.#CA#53#Democratic#2014#87104
Wilske, Larry A.#CA#53#Republican#2014#60940
DeGette, Diana#CO#1#Democratic#2014#183281
Walsh, Martin#CO#1#Republican#2014#80682
Atwood, Frank#CO#1#Libertarian#2014#9292
Stroud, Danny E.#CO#1#Unaffiliated#2014#5236
Kirschler, Daniel#CO#1#Write-In#2014#2
Blackburn, Logan#CO#1#Write-In#2014#1
Polis, Jared#CO#2#Democratic#2014#196300
Leing, George#CO#2#Republican#2014#149645
Tipton, Scott R.#CO#3#Republican#2014#163011
Tapia, Abel J.#CO#3#Democratic#2014#100364
Casida, Tisha T.#CO#3#Unaffiliated#2014#11294
Mero, Travis#CO#3#Libertarian#2014#6472
Buck, Ken#CO#4#Republican#2014#185292
Meyers, Vic#CO#4#Democratic#2014#83727
Loban, Jess#CO#4#Libertarian#2014#9472
Doherty, Grant#CO#4#Unaffiliated#2014#8016
Lamborn, Doug#CO#5#Republican#2014#157182
Halter, Irv#CO#5#Democratic#2014#105673
Coffman, Mike#CO#6#Republican#2014#143467
Romanoff, Andrew#CO#6#Democratic#2014#118847
Olsen, Norm#CO#6#Libertarian#2014#8623
Swing, Gary#CO#6#Green#2014#5503
Perlmutter, Ed#CO#7#Democratic#2014#148225
Ytterberg, Don#CO#7#Republican#2014#120918
Larson, John B.#CT#1#Democratic,Working Families#2014#135825
Corey, Matthew M.#CT#1#Republican#2014#78609
Russell, Jeffery#CT#1#Green#2014#3447
Courtney, Joe#CT#2#Democratic,Working Families#2014#141948
Hopkins-Cavanagh, Lori#CT#2#Republican#2014#80837
Clyde, William C.#CT#2#Green#2014#2549
Reale, Daniel#CT#2#Libertarian#2014#2602
DeLauro, Rosa L.#CT#3#Democratic,Working Families#2014#140485
Brown, James E.#CT#3#Republican#2014#69454
Himes, Jim#CT#4#Democratic,Working Families#2014#106873
Debicella, Dan#CT#4#Republican,Independent Party#2014#91922
Miller, Stephen A.#CT#4#Write-In#2014#3
Pastore, Sophie E.#CT#4#Write-In#2014#2
Esty, Elizabeth#CT#5#Democratic,Working Families#2014#113564
Pistone, John J.#CT#5#Petitioning Candidate#2014#1970
Greenberg, Mark#CT#5#Republican,Independent Party#2014#97767
Carney, John C., Jr.#DE#0#Democratic#2014#137251
Izzo, Rose#DE#0#Republican#2014#85146
August, Bernard#DE#0#Green#2014#4801
Gesty, Scott#DE#0#Libertarian#2014#4419
Miller, Jeff#FL#1#Republican#2014#165086
Bryan, Jim#FL#1#Democratic#2014#54976
Wichern, Mark#FL#1#No Party Affiliation#2014#15281
Graham, Gwen#FL#2#Democratic#2014#126096
Southerland, Steve#FL#2#Republican#2014#123262
Lee, Luther#FL#2#Write-In#2014#422
Yoho, Ted#FL#3#Republican#2014#148691
Wheeler, Marihelen#FL#3#Democratic#2014#73910
Lawson, Howard Term Limits#FL#3#No Party Affiliation#2014#6208
Crenshaw, Ander#FL#4#Republican#2014#177887
Moser-Bartlett, Paula#FL#4#No Party Affiliation#2014#35663
Koniz, Gary L.#FL#4#No Party Affiliation#2014#13690
Pueschel, Deborah Katz#FL#4#Write-In#2014#13
Brown, Corrine#FL#5#Democratic#2014#112340
Smith, Glo#FL#5#Republican#2014#59237
DeSantis, Ron#FL#6#Republican#2014#166254
Cox, David#FL#6#Democratic#2014#99563
Mica, John#FL#7#Republican#2014#144474
Neuman, Wes#FL#7#Democratic#2014#73011
Krulick, Al#FL#7#No Party Affiliation#2014#9679
Posey, Bill#FL#8#Republican#2014#180728
Rothblatt, Gabriel#FL#8#Democratic#2014#93724
Duncan, Christopher L., Jr#FL#8#Write-In#2014#61
Grayson, Alan#FL#9#Democratic#2014#93850
Platt, Carol#FL#9#Republican#2014#74963
Milakovich, Marko#FL#9#No Party Affiliation#2014#5060
Ray, Leon Leo#FL#9#Write-In#2014#5
Webster, Daniel#FL#10#Republican#2014#143128
McKenna, Michael#FL#10#Democratic#2014#89426
Falstad, David B.#FL#10#Write-In#2014#20
"Nugent, Richard B. ""Rich"""#FL#11#Republican#2014#181508
Koller, Dave#FL#11#Democratic#2014#90786
Bilirakis, Gus Michael#FL#12#Republican#2014#Unopposed
Jolly, David W.#FL#13#Republican#2014#168172
Overby, Lucas#FL#13#Libertarian Party of Florida#2014#55318
Levinson, Michael Stephen#FL#13#Write-In#2014#86
Castor, Kathy#FL#14#Democratic#2014#Unopposed
Ross, Dennis A.#FL#15#Republican#2014#128750
Cohn, Alan M.#FL#15#Democratic#2014#84832
Buchanan, Vern#FL#16#Republican#2014#169126
Lawrence, Henry#FL#16#Democratic#2014#105483
Newman, Joe#FL#16#Write-In#2014#220
Rooney, Tom#FL#17#Republican#2014#141493
Bronson, Will#FL#17#Democratic#2014#82263
Murphy, Patrick#FL#18#Democratic#2014#151478
Domino, Carl J.#FL#18#Republican#2014#101896
Clawson, Curt#FL#19#Republican#2014#159354
Freeman, April#FL#19#Democratic#2014#80824
Netherwood, Ray#FL#19#Libertarian Party of Florida#2014#6671
Rossano, Timothy J.#FL#19#Write-In#2014#12
Hastings, Alcee L.#FL#20#Democratic#2014#128498
Bonner, Jay#FL#20#Republican#2014#28968
Deutch, Ted#FL#21#Democratic#2014#153395
Trout, W. Michael#FL#21#Write-In#2014#575
Frankel, Lois#FL#22#Democratic#2014#125404
Spain, Paul#FL#22#Republican#2014#90685
Schamis, Raymond#FL#22#Write-In#2014#7
Schultz, Debbie Wasserman#FL#23#Democratic#2014#103269
"Kaufman, Joseph ""Joe"""#FL#23#Republican#2014#61519
Wilson, Frederica S.#FL#24#Democratic#2014#129192
Neree, Dufirstson Julio#FL#24#Republican#2014#15239
Fernandez, Luis E.#FL#24#No Party Affiliation#2014#5487
Diaz-Balart, Mario#FL#25#Republican#2014#Unopposed
Curbelo, Carlos#FL#26#Republican#2014#83031
Garcia, Joe#FL#26#Democratic#2014#78306
Ros-Lehtinen, Ileana#FL#27#Republican#2014#Unopposed
"Carter, E. L. ""Buddy"""#GA#1#Republican#2014#95337
Reese, Brian Corwin#GA#1#Democratic#2014#61175
Bishop, Sanford D.#GA#2#Democratic#2014#96363
"Duke, Gregory P. ""Greg"""#GA#2#Republican#2014#66537
Westmoreland, Lynn Acton#GA#3#Republican#2014#156277
"Johnson, Henry C. ""Hank,"" Jr."#GA#4#Democratic#2014#161211
Davis, Raymond L.#GA#4#Write-In#2014#109
Lewis, John R.#GA#5#Democratic#2014#170326
"Price, Thomas E. ""Tom"""#GA#6#Republican#2014#139018
Montigel, Robert G.#GA#6#Democratic#2014#71486
"Woodall, William Robert ""Rob"""#GA#7#Republican#2014#113557
Wight, Thomas Dee#GA#7#Democratic#2014#60112
Scott, James Austin#GA#8#Republican#2014#129938
Cain, Ronald L.#GA#8#Write-In#2014#119
"Collins, Douglas Allen ""Doug"""#GA#9#Republican#2014#146059
Vogel, David Donald#GA#9#Democratic#2014#34988
Hice, Jody B.#GA#10#Republican#2014#130703
"Dious, Ivory Kenneth ""Ken"""#GA#10#Democratic#2014#65777
Loudermilk, Barry D.#GA#11#Republican#2014#161532
"Allen, Richard ""Rick"""#GA#12#Republican#2014#91336
Barrow, John Jenkins#GA#12#Democratic#2014#75478
Scott, David Albert#GA#13#Democratic#2014#159445
"Graves, John Thomas ""Tom"""#GA#14#Republican#2014#118782
Takai, Mark#HI#1#Democratic#2014#93390
Djou, Charles#HI#1#Republican#2014#86454
Gabbard, Tulsi#HI#2#Democratic#2014#142010
Crowley, Kawika#HI#2#Republican#2014#33630
Kent, Joe#HI#2#Libertarian#2014#4693
Labrador, Raul R.#ID#1#Republican#2014#143580
McCandless, Reed C.#ID#1#Republican,Write-In#2014#7
Ringo, Shirley G.#ID#1#Democratic#2014#77277
Simpson, Mike#ID#2#Republican#2014#131492
Stallings, Richard#ID#2#Democratic#2014#82801
Rush, Bobby L.#IL#1#Democratic#2014#162268
Tillman, Jimmy Lee#IL#1#Republican#2014#59749
Kelly, Robin#IL#2#Democratic#2014#160337
Wallace, Eric M.#IL#2#Republican#2014#43799
Wallace, Marcus#IL#2#Write-In#2014#130
Lipinski, Daniel William#IL#3#Democratic#2014#116764
Brannigan, Sharon M.#IL#3#Republican#2014#64091
Gutierrez, Luis V.#IL#4#Democratic#2014#79666
Concepcion, Hector#IL#4#Republican#2014#22278
Quigley, Mike#IL#5#Democratic#2014#116364
Kolber, Vince#IL#5#Republican#2014#56350
Wade, Nancy#IL#5#Green#2014#11305
Roskam, Peter J.#IL#6#Republican#2014#160287
Mason, Michael#IL#6#Democratic#2014#78465
Davis, Danny K.#IL#7#Democratic#2014#155110
Bumpers, Robert L.#IL#7#Republican#2014#27168
Duckworth, Tammy#IL#8#Democratic#2014#84178
Kaifesh, Larry#IL#8#Republican#2014#66878
Schakowsky, Janice D.#IL#9#Democratic#2014#141000
Atanus, Susanne#IL#9#Republican#2014#72384
Collins, Phil#IL#9#Write-In#2014#66
Dold, Robert#IL#10#Republican#2014#95992
Schneider, Brad#IL#10#Democratic#2014#91136
Foster, Bill#IL#11#Democratic#2014#93436
Senger, Darlene#IL#11#Republican#2014#81335
"Vlakancic, Constant ""Connor"""#IL#11#Write-In#2014#1
Bost, Mike#IL#12#Republican#2014#110038
"Enyart, William L. ""Bill"""#IL#12#Democratic#2014#87860
Bradshaw, Paula#IL#12#Green#2014#11840
Davis, Rodney#IL#13#Republican#2014#123337
Callis, Ann E.#IL#13#Democratic#2014#86935
"Hultgren, Randall M. ""Randy"""#IL#14#Republican#2014#145369
Anderson, Dennis#IL#14#Democratic#2014#76861
Shimkus, John M.#IL#15#Republican#2014#166274
Thorsland, Eric#IL#15#Democratic#2014#55652
Kinzinger, Adam#IL#16#Republican#2014#153388
Olsen, Randall Wayne#IL#16#Democratic#2014#63810
Bustos, Cheri#IL#17#Democratic#2014#110560
Schilling, Bobby#IL#17#Republican#2014#88785
Fawell, Bill#IL#17#Write-In#2014#16
Schock, Aaron#IL#18#Republican#2014#184363
Miller, Darrel#IL#18#Democratic#2014#62377
Visclosky, Peter J.#IN#1#Democratic#2014#86579
Leyva, Mark#IN#1#Republican#2014#51000
Dunn, Donna T.#IN#1#Libertarian#2014#4714
Walorski, Jackie#IN#2#Republican#2014#85583
Bock, Joe#IN#2#Democratic#2014#55590
Petermann, Jeff#IN#2#Libertarian#2014#4027
Stutzman, Marlin A.#IN#3#Republican#2014#102889
Kuhnle, Justin#IN#3#Democratic#2014#39771
Wise, Scott#IN#3#Libertarian#2014#6133
Rokita, Todd#IN#4#Republican#2014#94998
Dale, John#IN#4#Democratic#2014#47056
Brooks, Susan#IN#5#Republican#2014#105277
Denney, Shawn A.#IN#5#Democratic#2014#49756
Krom, John#IN#5#Libertarian#2014#6407
Messer, Luke#IN#6#Republican#2014#102187
Heitzman, Susan Hall#IN#6#Democratic#2014#45509
Miller, Eric#IN#6#Libertarian#2014#7375
Carson, André#IN#7#Democratic#2014#61443
Ping, Catherine (Cat)#IN#7#Republican#2014#46887
Mayo, Chris#IN#7#Libertarian#2014#3931
Bucshon, Larry D.#IN#8#Republican#2014#103344
Spangler, Tom#IN#8#Democratic#2014#61384
Horning, Andrew#IN#8#Libertarian#2014#6587
Young, Todd#IN#9#Republican#2014#101594
Bailey, Bill#IN#9#Democratic#2014#55016
Frey, R. Mike#IN#9#Libertarian#2014#5777
Blum, Rod#IA#1#Republican#2014#147762
Murphy, Pat#IA#1#Democratic#2014#141145
Loebsack, Dave#IA#2#Democratic#2014#143431
Miller-Meeks, Mariannette#IA#2#Republican#2014#129455
Young, David#IA#3#Republican#2014#148814
Appel, Staci#IA#3#Democratic#2014#119109
Wright, Edward B.#IA#3#Libertarian#2014#9054
Holder, Bryan Jack#IA#3#None#2014#4360
King, Steve#IA#4#Republican#2014#169834
Mowrer, Jim#IA#4#Democratic#2014#105504
Huelskamp, Tim#KS#1#Republican#2014#138764
Sherow, James E.#KS#1#Democratic#2014#65397
Jenkins, Lynn#KS#2#Republican#2014#128742
Wakefield, Margie#KS#2#Democratic#2014#87153
Clemmons, Christopher#KS#2#Libertarian#2014#9791
Yoder, Kevin#KS#3#Republican#2014#134493
Kultala, Kelly#KS#3#Democratic#2014#89584
Pompeo, Mike#KS#4#Republican#2014#138757
Schuckman, Perry L.#KS#4#Democratic#2014#69396
Whitfield, Ed#KY#1#Republican#2014#173022
Hatchett, Charles Kendall#KY#1#Democratic#2014#63596
Guthrie, S. Brett#KY#2#Republican#2014#156936
Leach, Ron#KY#2#Democratic#2014#69898
Yarmuth, John A.#KY#3#Democratic#2014#157056
Macfarlane, Michael#KY#3#Republican#2014#87981
Puccetti, Gregory Peter#KY#3#Independent#2014#2318
Massie, Thomas#KY#4#Republican#2014#150464
Newberry, Peter#KY#4#Democratic#2014#71694
"Rogers, Harold ""Hal"""#KY#5#Republican#2014#171350
Stepp, Kenneth S.#KY#5#Democratic#2014#47617
Barr, Andy#KY#6#Republican#2014#147404
Jensen, Elisabeth#KY#6#Democratic#2014#98290
Scalise, Steve#LA#1#Republican#2014#189250
"Mendoza, M.V. ""Vinny"""#LA#1#Democratic#2014#24761
Dugas, Lee A.#LA#1#Democratic#2014#21286
"Sanford, Jeffry ""Jeff"""#LA#1#Libertarian#2014#8707
Richmond, Cedric#LA#2#Democratic#2014#152201
Landrieu, Gary#LA#2#Democratic#2014#37805
Brooks, David#LA#2#No Party Affiliation#2014#16327
Davenport, Samuel#LA#2#Libertarian#2014#15237
Boustany, Charles W., Jr.#LA#3#Republican#2014#185867
Richard, Russell#LA#3#No Party Affiliation#2014#28342
Barrilleaux, Bryan#LA#3#Republican#2014#22059
Fleming, John#LA#4#Republican#2014#152683
Lord, Randall#LA#4#Libertarian#2014#55236
Abraham, Ralph Lee#LA#5#Republican#2014#55489
"Mayo,""Jamie"""#LA#5#Democratic#2014#67611
"Dasher,""Zach"""#LA#5#Republican#2014#53628
McAllister, Vance M.#LA#5#Republican#2014#26606
Holloway, Clyde C.#LA#5#Republican#2014#17877
Brown, Harris#LA#5#Republican#2014#9890
"Tarpley,""Ed"""#LA#5#Republican#2014#4594
Saucier, Charles#LA#5#Libertarian#2014#2201
Barron, Eliot S.#LA#5#Green#2014#1655
Graves, Garret#LA#6#Republican#2014#70715
Edwards, Edwin#LA#6#Democratic#2014#77866
Dietzel, Paul, II#LA#6#Republican#2014#35024
"Claitor,""Dan"""#LA#6#Republican#2014#26524
Whitney, Lenar#LA#6#Republican#2014#19151
Lieberman, Richard#LA#6#Democratic#2014#7309
McCulloch, Craig#LA#6#Republican#2014#5815
"Bell, Robert Lamar ""Bob"""#LA#6#Republican#2014#5182
Williams, Peter#LA#6#Democratic#2014#4037
Craig, Rufus Holt, Jr.#LA#6#Libertarian#2014#3561
"Clark, Norman ""Norm"""#LA#6#Republican#2014#1848
"Thomas,""Trey"""#LA#6#Republican#2014#1447
Pingree, Chellie#ME#1#Democratic#2014#186674
Misiuk, Isaac J.#ME#1#Republican#2014#94751
Murphy, Richard P.#ME#1#Independent#2014#27410
Others#ME#1#Write-In#2014#63
Poliquin, Bruce#ME#2#Republican#2014#133308
Cain, Emily Ann#ME#2#Democratic#2014#118556
Richardson, Blaine#ME#2#Independent#2014#31336
Others#ME#2#Write-In#2014#248
Harris, Andy#MD#1#Republican#2014#176342
Tilghman, Bill#MD#1#Democratic#2014#73843
Ruppersberger, C. A. Dutch#MD#2#Democratic#2014#120412
Banach, David#MD#2#Republican#2014#70411
Schlakman, Ian#MD#2#Green#2014#5326
Sarbanes, John#MD#3#Democratic#2014#128594
Long, Charles A.#MD#3#Republican#2014#87029
Edwards, Donna F.#MD#4#Democratic#2014#134628
Hoyt, Nancy#MD#4#Republican#2014#54217
Vohra, Arvin#MD#4#Libertarian#2014#2795
Hoyer, Steny H.#MD#5#Democratic#2014#144725
Chaffee, Chris#MD#5#Republican#2014#80752
Fritz, Dennis L.#MD#5#Write-In#2014#227
Delaney, John K.#MD#6#Democratic#2014#94704
Bongino, Dan#MD#6#Republican#2014#91930
Gluck, George#MD#6#Green#2014#3762
Cummings, Elijah#MD#7#Democratic#2014#144639
Vaughn, Carrogan R.#MD#7#Republican#2014#55860
Soffen, Scott#MD#7#Libertarian#2014#6103
Van Hollen, Chris#MD#8#Democratic#2014#136722
Young, Lih#MD#8#Democratic,Write-In#2014#16
Wallace, Dave#MD#8#Republican#2014#87859
Wildman, Andrew Jaye#MD#8#Write-In#2014#102
Neal, Richard E.#MA#1#Democratic#2014#167612
All Others#MA#1#Write-In#2014#3498
McGovern, James P.#MA#2#Democratic#2014#169640
All Others#MA#2#Write-In#2014#3105
Tsongas, Nicola S.#MA#3#Democratic#2014#139104
Wofford, Roseann L. Ehrhard#MA#3#Republican#2014#81638
All Others#MA#3#Write-In#2014#204
Kennedy, Joseph P., III#MA#4#Democratic#2014#184158
All Others#MA#4#Write-In#2014#3940
Clark, Katherine M.#MA#5#Democratic#2014#182100
All Others#MA#5#Write-In#2014#3159
Wilt, William F.#MA#5#Write-In#2014#1
Moulton, Seth W.#MA#6#Democratic#2014#149638
Tisei, Richard R.#MA#6#Republican#2014#111989
Stockwell, Christopher J.#MA#6#Independent#2014#10373
All Others#MA#6#Write-In#2014#219
Capuano, Michael E.#MA#7#Democratic#2014#142133
All Others#MA#7#Write-In#2014#2413
Lynch, Stephen F.#MA#8#Democratic#2014#200644
All Others#MA#8#Write-In#2014#2707
Keating, William Richard#MA#9#Democratic#2014#140413
Chapman, John C.#MA#9#Republican#2014#114971
All Others#MA#9#Write-In#2014#157
Benishek, Dan#MI#1#Republican#2014#130414
Cannon, Jerry#MI#1#Democratic#2014#113263
Gnadt, Loel Robert#MI#1#Libertarian#2014#3823
Boal, Ellis#MI#1#Green#2014#2631
Huizenga, Bill#MI#2#Republican#2014#135568
Vanderstelt, Dean#MI#2#Democratic#2014#70851
Welch, Ronald, II#MI#2#Libertarian#2014#3877
Graeser, Ronald E.#MI#2#U.S. Taxpayers Party#2014#2776
Amash, Justin#MI#3#Republican#2014#125754
Goodrich, Bob#MI#3#Democratic#2014#84720
Duncan, Tonya#MI#3#Green#2014#6691
Moolenaar, John#MI#4#Republican#2014#123962
Holmes, Jeff#MI#4#Democratic#2014#85777
Zimmer, George M.#MI#4#U.S. Taxpayers Party#2014#4990
White, Will Tyler#MI#4#Libertarian#2014#4694
Kildee, Daniel T.#MI#5#Democratic#2014#148182
Hardwick, Allen#MI#5#Republican#2014#69222
Jones, Harold H.#MI#5#Libertarian#2014#4734
Upton, Fred#MI#6#Republican#2014#116801
Clements, Paul#MI#6#Democratic#2014#84391
Lawrence, John M.#MI#6#Green#2014#2254
Hass, Erwin J.#MI#6#Libertarian#2014#5530
Walberg, Tim#MI#7#Republican#2014#119564
Byrnes, Pam#MI#7#Democratic#2014#92083
Proctor, Ken#MI#7#Libertarian#2014#4531
Swartout, David#MI#7#No Party Affiliation#2014#4369
Strawcutter, Rick#MI#7#U.S. Taxpayers Party#2014#3138
Bishop, Mike#MI#8#Republican#2014#132739
Schertzing, Eric#MI#8#Democratic#2014#102269
Weeks, James, II#MI#8#Libertarian#2014#4557
Casha, Jim#MI#8#Green#2014#1880
Burgess, Jeremy#MI#8#Natural Law Party#2014#1680
Levin, Sander#MI#9#Democratic#2014#136342
Brikho, George#MI#9#Republican#2014#81470
Creswell, Gregory#MI#9#Libertarian#2014#4792
McDermott, John V.#MI#9#Green#2014#3153
Miller, Candice S.#MI#10#Republican#2014#157069
Stadler, Chuck#MI#10#Democratic#2014#67143
Mikkelson, Harley#MI#10#Green#2014#4480
Trott, Dave#MI#11#Republican#2014#140435
McKenzie, Bobby#MI#11#Democratic#2014#101681
Tatar, John J.#MI#11#Libertarian#2014#7711
Bentivolio, Kerry Lynn#MI#11#Write-In#2014#1411
Dingell, Debbie#MI#12#Democratic#2014#134346
Bowman, Terry#MI#12#Republican#2014#64716
Walkowicz, Gary#MI#12#No Party Affiliation#2014#5039
Dashairya, Bhagwan#MI#12#Libertarian#2014#2559
Conyers, John, Jr.#MI#13#Democratic#2014#132710
Gorman, Jeff#MI#13#Republican#2014#27234
Sharer, Chris#MI#13#Libertarian#2014#3537
Johnson, Sam#MI#13#No Party Affiliation#2014#3466
Lawrence, Brenda#MI#14#Democratic#2014#165272
Barr, Christina L.#MI#14#Republican#2014#41801
Schwartz, Leonard#MI#14#Libertarian#2014#3366
Boyle, Stephen#MI#14#Green#2014#1999
Pruden, Calvin#MI#14#Write-In#2014#30
Walz, Tim#MN#1#Democratic-Farmer-Labor#2014#122851
Hagedorn, Jim#MN#1#Republican#2014#103536
Kline, John#MN#2#Republican#2014#137778
Obermueller, Mike#MN#2#Democratic-Farmer-Labor#2014#95565
Overby, Paula#MN#2#Independence#2014#12319
Paulsen, Erik#MN#3#Republican#2014#167515
Sund, Sharon#MN#3#Democratic-Farmer-Labor#2014#101846
McCollum, Betty#MN#4#Democratic-Farmer-Labor#2014#147857
Wahlgren, Sharna#MN#4#Republican#2014#79492
Thomas, Dave#MN#4#Independence#2014#14059
Ellison, Keith#MN#5#Democratic-Farmer-Labor#2014#167079
Daggett, Doug#MN#5#Republican#2014#56577
Bauer, Lee#MN#5#Independence#2014#12001
Emmer, Tom#MN#6#Republican#2014#133328
Perske, Joe#MN#6#Democratic-Farmer-Labor#2014#90926
Denney, John#MN#6#Independence#2014#12457
Peterson, Collin C.#MN#7#Democratic-Farmer-Labor#2014#130546
Westrom, Torrey#MN#7#Republican#2014#109955
Nolan, Rick#MN#8#Democratic-Farmer-Labor#2014#129090
Mills, Stewart#MN#8#Republican#2014#125358
